Nom_donnée|Type|Nom_module|Public|Nb_lignes|Nb_colonnes|Label_père|Offset|Masque_accès|Affichage|Unité|Fonction_transfert_ades|Coefficient_a|Coefficient_b|Groupe|Groupe_1|Groupe_2|Alias_1|Alias_2|Genre|Variable_indice_ligne|Variable_indice_colonne|Fonction_transfert_ligne|Fonction_transfert_colonne|Table_breakpoint_ligne|Table_breakpoint_colonne|Référence_spécification|Recuperable|Modifiable|Fournisseur|Responsable|Valeurs|Visualisable_ADES|Donnée_a_supprimer|Validation|Commentaires|Volatile
Ext_ctYrPwrl|uint8|NVMSRV|1|0|0|FLOWMNG_NvMRamBlockDataStruct.Ext_ctYrPwrl|0|0|Phys|an|1|1|0|Nvram|Nvram||Ext_ctYrPwrl||4||||||||0|1||||1|0|0||0
FTPCtl_ctFirstCmdFuPmpTmr_NV|uint16|NVMSRV|1|0|0|FTPCTL_NvMRamBlockDataStruct.FTPCtl_ctFirstCmdFuPmpTmr_NV|0|0|Phys|-|1|1|0|Nvram|Nvram||FTPCtl_ctFirstCmdFuPmpTmr_NV||4||||||||0|1||||1|0|0||0
FTPCtl_bFirstCmdFuPmp_NV|uint8|NVMSRV|1|0|0|FTPCTL_NvMRamBlockDataStruct.FTPCtl_bFirstCmdFuPmp_NV|0|0|Phys|bool|1|1|0|Nvram|Nvram||FTPCtl_bFirstCmdFuPmp_NV||4||||||||0|1||||1|0|0||0
Consommation_carburant_totale|uint32|NVMSRV|1|0|0|FUCNS_NvMRamBlockDataStruct.Consommation_carburant_totale|0|0|Phys|L|1|8e-005|0|Nvram|Nvram||Consommation_carburant_totale||4||||||||0|1||||1|0|0||0
Flev_fuel_level_in_eep|uint8|NVMSRV|1|0|0|FULVL_NvMRamBlockDataStruct.Flev_fuel_level_in_eep|0|0|Phys|L|1|0.5|0|Nvram|Nvram||Flev_fuel_level_in_eep||4||||||||0|1||||1|0|0||0
WUC_tCoRefEep|sint16|NVMSRV|1|0|0|WUC_NvMRamBlockDataStruct.WUC_tCoRefEep|0|0|Phys|°C|1|1|0|Nvram|Nvram||WUC_tCoRefEep||4||||||||0|1||||1|0|0||0
WUC_ctWupDftClr|uint8|NVMSRV|1|0|0|WUC_NvMRamBlockDataStruct.WUC_ctWupDftClr|0|0|Phys|-|1|1|0|Nvram|Nvram||WUC_ctWupDftClr||4||||||||0|1||||1|0|0||0
WUC_bWupSt|uint8|NVMSRV|1|0|0|WUC_NvMRamBlockDataStruct.WUC_bWupSt|0|0|Phys|bool|2|1|0|Nvram|Nvram||WUC_bWupSt||4||||||||0|1||||1|0|0||0
GD_prmDtcStatus|uint8|NVMSRV|1|1|734|STATUSOFDTC_NvMRamBlockDataStruct.GD_prmDtcStatus|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_prmDtcStatus||4||||||||0|1||||1|0|0||0
GMIL_dstKmMilOn|uint16|NVMSRV|1|0|0|INDICOBD_NvMRamBlockDataStruct.GMIL_dstKmMilOn|0|0|Phys|km|1|1|0|Nvram|Nvram||GMIL_dstKmMilOn||4||||||||0|1||||1|0|0||0
GMIL_dstKmRstDft|uint16|NVMSRV|1|0|0|INDICOBD_NvMRamBlockDataStruct.GMIL_dstKmRstDft|0|0|Phys|km|1|1|0|Nvram|Nvram||GMIL_dstKmRstDft||4||||||||0|1||||1|0|0||0
GMIL_tiMinsEngrunMilOn|uint16|NVMSRV|1|0|0|INDICOBD_NvMRamBlockDataStruct.GMIL_tiMinsEngrunMilOn|0|0|Phys|min|1|1|0|Nvram|Nvram||GMIL_tiMinsEngrunMilOn||4||||||||0|1||||1|0|0||0
GMIL_tiMinsEngrunRstDft|uint16|NVMSRV|1|0|0|INDICOBD_NvMRamBlockDataStruct.GMIL_tiMinsEngrunRstDft|0|0|Phys|min|1|1|0|Nvram|Nvram||GMIL_tiMinsEngrunRstDft||4||||||||0|1||||1|0|0||0
IndicOBD_ctDftObdCf|uint8|NVMSRV|1|0|0|INDICOBD_NvMRamBlockDataStruct.IndicOBD_ctDftObdCf|0|0|Phys|-|1|1|0|Nvram|Nvram||IndicOBD_ctDftObdCf||4||||||||0|1||||1|0|0||0
Iupr_gen_denom_count_eep|uint16|NVMSRV|1|0|0|IUPRGENDEN_NvMRamBlockDataStruct.Iupr_gen_denom_count_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||Iupr_gen_denom_count_eep||4||||||||0|1||||1|0|0||0
IUPR_ctObdStrt|uint16|NVMSRV|1|0|0|IUPRGENDEN_NvMRamBlockDataStruct.IUPR_ctObdStrt|0|0|Phys|-|1|1|0|Nvram|Nvram||IUPR_ctObdStrt||4||||||||0|1||||1|0|0||0
Rdy_u16ClasRdy_EEPROM|uint16|NVMSRV|1|0|0|RC01_NvMRamBlockDataStruct.Rdy_u16ClasRdy_EEPROM|0|0|Déci|-|1|1|0|Nvram|Nvram||Rdy_u16ClasRdy_EEPROM||4||||||||0|1||||1|0|0||0
Rdy_au8Rdy_EEPROM|uint8|NVMSRV|1|1|92|RC01_NvMRamBlockDataStruct.Rdy_au8Rdy_EEPROM|0|0|Déci|-|1|1|0|Nvram|Nvram||Rdy_au8Rdy_EEPROM||4||||||||0|1||||1|0|0||0
GOBD_bPresDC|uint8|NVMSRV|1|1|734|GOBD_NvMRamBlockDataStruct.GOBD_bPresDC|0|0|Déci|-|1|1|0|Nvram|Nvram||GOBD_bPresDC||4||||||||0|1||||1|0|0||0
GOBD_ctDC|uint8|NVMSRV|1|1|734|GOBD_NvMRamBlockDataStruct.GOBD_ctDC|0|0|Déci|-|1|1|0|Nvram|Nvram||GOBD_ctDC||4||||||||0|1||||1|0|0||0
GOBD_ctWUC|uint8|NVMSRV|1|1|734|GOBD_NvMRamBlockDataStruct.GOBD_ctWUC|0|0|Déci|-|1|1|0|Nvram|Nvram||GOBD_ctWUC||4||||||||0|1||||1|0|0||0
GOBD_bNCfDC|uint8|NVMSRV|1|1|734|GOBD_NvMRamBlockDataStruct.GOBD_bNCfDC|0|0|Déci|-|1|1|0|Nvram|Nvram||GOBD_bNCfDC||4||||||||0|1||||1|0|0||0
IUPR_ctDenRat|uint16|NVMSRV|1|1|100|IUPRRATIO_NvMRamBlockDataStruct.IUPR_ctDenRat|0|0|Phys|-|1|1|0|Nvram|Nvram||IUPR_ctDenRat||4||||||||0|1||||1|0|0||0
IUPR_ctNumRat|uint16|NVMSRV|1|1|100|IUPRRATIO_NvMRamBlockDataStruct.IUPR_ctNumRat|0|0|Phys|-|1|1|0|Nvram|Nvram||IUPR_ctNumRat||4||||||||0|1||||1|0|0||0
GD_au32dstAbsKmNoFrf|uint32|NVMSRV|1|1|40|MEM1_NvMRamBlockDataStruct.GD_au32dstAbsKmNoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32dstAbsKmNoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf1NoFrf|uint32|NVMSRV|1|1|40|MEM2_NvMRamBlockDataStruct.GD_au32prmClasFrf1NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf1NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf2NoFrf|uint32|NVMSRV|1|1|40|MEM3_NvMRamBlockDataStruct.GD_au32prmClasFrf2NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf2NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf3NoFrf|uint32|NVMSRV|1|1|40|MEM4_NvMRamBlockDataStruct.GD_au32prmClasFrf3NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf3NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf4NoFrf|uint32|NVMSRV|1|1|40|MEM5_NvMRamBlockDataStruct.GD_au32prmClasFrf4NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf4NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf5NoFrf|uint32|NVMSRV|1|1|40|MEM6_NvMRamBlockDataStruct.GD_au32prmClasFrf5NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf5NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf6NoFrf|uint32|NVMSRV|1|1|40|MEM7_NvMRamBlockDataStruct.GD_au32prmClasFrf6NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf6NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf7NoFrf|uint32|NVMSRV|1|1|40|MEM8_NvMRamBlockDataStruct.GD_au32prmClasFrf7NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf7NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf8NoFrf|uint32|NVMSRV|1|1|40|MEM9_NvMRamBlockDataStruct.GD_au32prmClasFrf8NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf8NoFrf||4||||||||0|1||||1|0|0||0
GD_au32prmClasFrf9NoFrf|uint32|NVMSRV|1|1|40|MEM10_NvMRamBlockDataStruct.GD_au32prmClasFrf9NoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au32prmClasFrf9NoFrf||4||||||||0|1||||1|0|0||0
GD_uBattMes_NoFrf|uint16|NVMSRV|1|1|40|MEM11_NvMRamBlockDataStruct.GD_uBattMes_NoFrf|0|0|Phys|V|1|0.01|0|Nvram|Nvram||GD_uBattMes_NoFrf||4||||||||0|1||||1|0|0||0
GD_au16nEngNoFrf|uint16|NVMSRV|1|1|40|MEM12_NvMRamBlockDataStruct.GD_au16nEngNoFrf|0|0|Phys|rpm|1|1|0|Nvram|Nvram||GD_au16nEngNoFrf||4||||||||0|1||||1|0|0||0
GD_au16idxDftNoFrf|uint16|NVMSRV|1|1|40|MEM13_NvMRamBlockDataStruct.GD_au16idxDftNoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16idxDftNoFrf||4||||||||0|1||||1|0|0||0
GD_spdVeh_NoFrf|uint16|NVMSRV|1|1|40|MEM14_NvMRamBlockDataStruct.GD_spdVeh_NoFrf|0|0|Phys|Km/h|1|1/128|0|Nvram|Nvram||GD_spdVeh_NoFrf||4||||||||0|1||||1|0|0||0
GD_as16tCoMesNoFrf|sint16|NVMSRV|1|1|40|MEM15_NvMRamBlockDataStruct.GD_as16tCoMesNoFrf|0|0|Phys|°C|1|1|0|Nvram|Nvram||GD_as16tCoMesNoFrf||4||||||||0|1||||1|0|0||0
GD_au8StFrfRecNoFrf|uint8|NVMSRV|1|1|40|MEM16_NvMRamBlockDataStruct.GD_au8StFrfRecNoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au8StFrfRecNoFrf||4||||||||0|1||||1|0|0||0
GD_au8idxFltToCxtNoFrf|uint8|NVMSRV|1|1|40|MEM17_NvMRamBlockDataStruct.GD_au8idxFltToCxtNoFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au8idxFltToCxtNoFrf||4||||||||0|1||||1|0|0||0
Fault_context_eep_eobd|uint8|NVMSRV|1|1|16|MEM18_NvMRamBlockDataStruct.Fault_context_eep_eobd|0|0|Déci|-|1|1|0|Nvram|Nvram||Fault_context_eep_eobd||4||||||||0|1||||1|0|0||0
Free_context_eobd|uint8|NVMSRV|1|0|0|MEM19_NvMRamBlockDataStruct.Free_context_eobd|0|0|Déci|-|1|1|0|Nvram|Nvram||Free_context_eobd||4||||||||0|1||||1|0|0||0
GD_ctSngDftMem|uint8|NVMSRV|1|0|0|MEM19_NvMRamBlockDataStruct.GD_ctSngDftMem|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_ctSngDftMem||4||||||||0|1||||1|0|0||0
GD_bMaxDftMem|uint8|NVMSRV|1|0|0|MEM19_NvMRamBlockDataStruct.GD_bMaxDftMem|0|0|Phys|bool|2|1|0|Nvram|Nvram||GD_bMaxDftMem||4||||||||0|1||||1|0|0||0
GD_au8RnkFrf|uint8|NVMSRV|1|1|734|MEM19_NvMRamBlockDataStruct.GD_au8RnkFrf|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au8RnkFrf||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID1|uint16|NVMSRV|1|1|40|MEM20_NvMRamBlockDataStruct.GD_au16prmClasDID1|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID1||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID2|uint16|NVMSRV|1|1|40|MEM21_NvMRamBlockDataStruct.GD_au16prmClasDID2|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID2||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID3|uint16|NVMSRV|1|1|40|MEM22_NvMRamBlockDataStruct.GD_au16prmClasDID3|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID3||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID4|uint16|NVMSRV|1|1|40|MEM23_NvMRamBlockDataStruct.GD_au16prmClasDID4|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID4||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID5|uint16|NVMSRV|1|1|40|MEM24_NvMRamBlockDataStruct.GD_au16prmClasDID5|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID5||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID6|uint16|NVMSRV|1|1|40|MEM25_NvMRamBlockDataStruct.GD_au16prmClasDID6|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID6||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID7|uint16|NVMSRV|1|1|40|MEM26_NvMRamBlockDataStruct.GD_au16prmClasDID7|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID7||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID8|uint16|NVMSRV|1|1|40|MEM27_NvMRamBlockDataStruct.GD_au16prmClasDID8|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID8||4||||||||0|1||||1|0|0||0
GD_au16prmClasDID9|uint16|NVMSRV|1|1|40|MEM28_NvMRamBlockDataStruct.GD_au16prmClasDID9|0|0|Déci|-|1|1|0|Nvram|Nvram||GD_au16prmClasDID9||4||||||||0|1||||1|0|0||0
GD_Pid04_NoFrf|uint8|NVMSRV|1|1|40|MEM29_NvMRamBlockDataStruct.GD_Pid04_NoFrf|0|0|Phys|%|1|100/255|0|Nvram|Nvram||GD_Pid04_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid05_NoFrf|uint8|NVMSRV|1|1|40|MEM30_NvMRamBlockDataStruct.GD_Pid05_NoFrf|0|0|Phys|°C|1|1|-40|Nvram|Nvram||GD_Pid05_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid0B_NoFrf|uint8|NVMSRV|1|1|40|MEM31_NvMRamBlockDataStruct.GD_Pid0B_NoFrf|0|0|Phys|Kpa|1|1|0|Nvram|Nvram||GD_Pid0B_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid0C_NoFrf|uint16|NVMSRV|1|1|40|MEM32_NvMRamBlockDataStruct.GD_Pid0C_NoFrf|0|0|Phys|Tr/min|1|1-Apr|0|Nvram|Nvram||GD_Pid0C_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid0D_NoFrf|uint8|NVMSRV|1|1|40|MEM33_NvMRamBlockDataStruct.GD_Pid0D_NoFrf|0|0|Phys|Km/h|1|1|0|Nvram|Nvram||GD_Pid0D_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid03_NoFrf|uint8|NVMSRV|1|1|40|MEM34_NvMRamBlockDataStruct.GD_Pid03_NoFrf|0|0|Phys|-|1|1|0|Nvram|Nvram||GD_Pid03_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid23_NoFrf|uint16|NVMSRV|1|1|40|MEM35_NvMRamBlockDataStruct.GD_Pid23_NoFrf|0|0|Phys|Kpa|1|10|0|Nvram|Nvram||GD_Pid23_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid06_NoFrf|uint8|NVMSRV|1|1|40|MEM36_NvMRamBlockDataStruct.GD_Pid06_NoFrf|0|0|Phys|%|1|100/128|-100|Nvram|Nvram||GD_Pid06_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid42_NoFrf|uint16|NVMSRV|1|1|40|MEM37_NvMRamBlockDataStruct.GD_Pid42_NoFrf|0|0|Phys|V|1|0.001|0|Nvram|Nvram||GD_Pid42_NoFrf||4||||||||0|1||||1|0|0||0
GD_tiCurVehTmr_NoFrf|uint32|NVMSRV|1|1|40|MEM38_NvMRamBlockDataStruct.GD_tiCurVehTmr_NoFrf|0|0|Phys|10^-1s|1|1|0|Nvram|Nvram||GD_tiCurVehTmr_NoFrf||4||||||||0|1||||1|0|0||0
GD_rAccP_NoFrf|uint16|NVMSRV|1|1|40|MEM39_NvMRamBlockDataStruct.GD_rAccP_NoFrf|0|0|Phys|%|1|1/128|0|Nvram|Nvram||GD_rAccP_NoFrf||4||||||||0|1||||1|0|0||0
GD_Pid07_NoFrf|uint8|NVMSRV|1|1|40|MEM40_NvMRamBlockDataStruct.GD_Pid07_NoFrf|0|0|Phys|%|1|100/128|-100|Nvram|Nvram||GD_Pid07_NoFrf||4||||||||0|1||||1|0|0||0
GMIL_bDftMilOn|uint8|NVMSRV|1|0|0|GMIL_NvMRamBlockDataStruct.GMIL_bDftMilOn|0|0|Phys|bool|2|1|0|Nvram|Nvram||GMIL_bDftMilOn||4||||||||0|1||||1|0|0||0
Ldsd_trk_ewma_essence_eep|uint16|NVMSRV|1|0|0|HEATSENO2DSDERIDIAG_NvMRamBlockDataStruct.Ldsd_trk_ewma_essence_eep|0|0|Phys|V/(s.g)|1|5000/65536|0|Nvram|Nvram||Ldsd_trk_ewma_essence_eep||4||||||||0|1||||1|0|0||0
Ldsd_trk_ewma_gaz_eep|uint16|NVMSRV|1|0|0|HEATSENO2DSDERIDIAG_NvMRamBlockDataStruct.Ldsd_trk_ewma_gaz_eep|0|0|Phys|V/(s.g)|1|5000/65536|0|Nvram|Nvram||Ldsd_trk_ewma_gaz_eep||4||||||||0|1||||1|0|0||0
LsSys_tiLsDsDlyDewTranOkStall|uint16|NVMSRV|1|0|0|HEATSENO2DS_NvMRamBlockDataStruct.LsSys_tiLsDsDlyDewTranOkStall|0|0|Phys|s|1|HeatSenO2_SampleTiMid_SC/1000|0|Nvram|Nvram||LsSys_tiLsDsDlyDewTranOkStall||4||||||||0|1||||1|0|0||0
LsSys_tiLsUsDlyDewTranOkStall|uint16|NVMSRV|1|0|0|HEATSENO2US_NvMRamBlockDataStruct.LsSys_tiLsUsDlyDewTranOkStall|0|0|Phys|s|1|HeatSenO2_SampleTiMid_SC/1000|0|Nvram|Nvram||LsSys_tiLsUsDlyDewTranOkStall||4||||||||0|1||||1|0|0||0
Eep_UsThrM_pAirExtEstim|uint16|NVMSRV|1|0|0|IFAIRSYSIGSYS_NvMRamBlockDataStruct.Eep_UsThrM_pAirExtEstim|0|0|Phys|KPa|1|0.008|0|Nvram|Nvram||Eep_UsThrM_pAirExtEstim||4||||||||0|1||||1|0|0||0
temps_fonctionnement_moteur|uint16|NVMSRV|1|0|0|IFAIRSYSIGSYS_NvMRamBlockDataStruct.temps_fonctionnement_moteur|0|0|Phys|s|1|1|0|Nvram|Nvram||temps_fonctionnement_moteur||4||||||||0|1||||1|0|0||0
temps_allumage_ecu|uint16|NVMSRV|1|0|0|IFAIRSYSIGSYS_NvMRamBlockDataStruct.temps_allumage_ecu|0|0|Phys|s|1|1|0|Nvram|Nvram||temps_allumage_ecu||4||||||||0|1||||1|0|0||0
Feedback_correction_Tmp|sint16|NVMSRV|1|0|0|INJFARCTLDSCTL_NvMRamBlockDataStruct.Feedback_correction_Tmp|0|0|Phys|PMH|1|1/256|0|Nvram|Nvram||Feedback_correction_Tmp||4||||||||0|1||||1|0|0||0
Mf_adap_lw_corr_count_uavn1|uint8|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_lw_corr_count_uavn1|0|0|Phys|-|1|1|0|Nvram|Nvram||Mf_adap_lw_corr_count_uavn1||4||||||||0|1||||1|0|0||0
Mf_adap_shrt_corr_count_uavn1|uint8|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_shrt_corr_count_uavn1|0|0|Phys|-|1|1|0|Nvram|Nvram||Mf_adap_shrt_corr_count_uavn1||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyBdcWinLrnCyl1|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyBdcWinLrnCyl1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyBdcWinLrnCyl1||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyBdcWinLrnCyl2|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyBdcWinLrnCyl2|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyBdcWinLrnCyl2||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyBdcWinLrnCyl3|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyBdcWinLrnCyl3|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyBdcWinLrnCyl3||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyBdcWinLrnCyl4|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyBdcWinLrnCyl4|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyBdcWinLrnCyl4||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyExpWinLrnCyl1|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyExpWinLrnCyl1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyExpWinLrnCyl1||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyExpWinLrnCyl2|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyExpWinLrnCyl2|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyExpWinLrnCyl2||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyExpWinLrnCyl3|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyExpWinLrnCyl3|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyExpWinLrnCyl3||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyExpWinLrnCyl4|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyExpWinLrnCyl4|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyExpWinLrnCyl4||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyLongWinLrnCyl1|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyLongWinLrnCyl1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyLongWinLrnCyl1||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyLongWinLrnCyl2|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyLongWinLrnCyl2|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyLongWinLrnCyl2||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyLongWinLrnCyl3|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyLongWinLrnCyl3|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyLongWinLrnCyl3||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyLongWinLrnCyl4|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyLongWinLrnCyl4|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyLongWinLrnCyl4||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyTDCWinLrnCyl1|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyTDCWinLrnCyl1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyTDCWinLrnCyl1||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyTDCWinLrnCyl2|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyTDCWinLrnCyl2|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyTDCWinLrnCyl2||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyTDCWinLrnCyl3|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyTDCWinLrnCyl3|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyTDCWinLrnCyl3||4||||||||0|1||||1|0|0||0
Misf_prm_tiDlyTDCWinLrnCyl4|sint16|NVMSRV|1|1|9|MISFDFTLRN_NvMRamBlockDataStruct.Misf_prm_tiDlyTDCWinLrnCyl4|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Misf_prm_tiDlyTDCWinLrnCyl4||4||||||||0|1||||1|0|0||0
Mf_adap_lw_delta_applied_uavn1|sint16|NVMSRV|1|1|4|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_lw_delta_applied_uavn1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Mf_adap_lw_delta_applied_uavn1||4||||||||0|1||||1|0|0||0
Mf_adap_Exp_delta_applied_uavn1|sint16|NVMSRV|1|1|4|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_Exp_delta_applied_uavn1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Mf_adap_Exp_delta_applied_uavn1||4||||||||0|1||||1|0|0||0
Mf_adap_TDC_delta_applied_uavn1|sint16|NVMSRV|1|1|4|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_TDC_delta_applied_uavn1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Mf_adap_TDC_delta_applied_uavn1||4||||||||0|1||||1|0|0||0
Mf_adap_Bdc_delta_applied_uavn1|sint16|NVMSRV|1|1|4|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_Bdc_delta_applied_uavn1|0|0|Phys|%|1|100/4194304|0|Nvram|Nvram||Mf_adap_Bdc_delta_applied_uavn1||4||||||||0|1||||1|0|0||0
Mf_adap_lw_no_rlzd_uavb0|uint8|NVMSRV|1|0|0|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_lw_no_rlzd_uavb0|0|0|Phys|bool|2|1|0|Nvram|Nvram||Mf_adap_lw_no_rlzd_uavb0||4||||||||0|1||||1|0|0||0
Mf_adap_shrt_no_rlzd_uavb0|uint8|NVMSRV|1|0|0|MISFDFTLRN_NvMRamBlockDataStruct.Mf_adap_shrt_no_rlzd_uavb0|0|0|Phys|bool|2|1|0|Nvram|Nvram||Mf_adap_shrt_no_rlzd_uavb0||4||||||||0|1||||1|0|0||0
Ext_stTypInjr|uint8|NVMSRV|1|0|0|INJRCHRN_NvMRamBlockDataStruct.Ext_stTypInjr|0|0|Phys|-|1|8|0|Nvram|Nvram||Ext_stTypInjr||4||||||||0|1||||1|0|0||0
