Nom_donnée|Type|Nom_module|Public|Nb_lignes|Nb_colonnes|Label_père|Offset|Masque_accès|Affichage|Unité|Fonction_transfert_ades|Coefficient_a|Coefficient_b|Groupe|Groupe_1|Groupe_2|Alias_1|Alias_2|Genre|Variable_indice_ligne|Variable_indice_colonne|Fonction_transfert_ligne|Fonction_transfert_colonne|Table_breakpoint_ligne|Table_breakpoint_colonne|Référence_spécification|Recuperable|Modifiable|Fournisseur|Responsable|Valeurs|Visualisable_ADES|Donnée_a_supprimer|Validation|Commentaires|Volatile
CatMon_facMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.CatMon_facMes_Obd6Mod_eep|0|0|Phys|-|1|0.00390625|0|Nvram|Nvram||CatMon_facMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
HeatSenO2_DsFacMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.HeatSenO2_DsFacMes_Obd6Mod_eep|0|0|Phys|s.u.|1|0.001220703|0|Nvram|Nvram||HeatSenO2_DsFacMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
HeatSenO2_UsFacMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.HeatSenO2_UsFacMes_Obd6Mod_eep|0|0|Phys|s.u.|1|0.001220703|0|Nvram|Nvram||HeatSenO2_UsFacMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfAvg10DCCyl1_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfAvg10DCCyl1_eep|0|0|Phys|s.u.|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfAvg10DCCyl1_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfAvg10DCCyl2_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfAvg10DCCyl2_eep|0|0|Phys|-.|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfAvg10DCCyl2_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfAvg10DCCyl3_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfAvg10DCCyl3_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfAvg10DCCyl3_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfAvg10DCCyl4_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfAvg10DCCyl4_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfAvg10DCCyl4_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfDCCyl1_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfDCCyl1_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfDCCyl1_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfDCCyl2_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfDCCyl2_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfDCCyl2_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfDCCyl3_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfDCCyl3_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfDCCyl3_eep||4||||||||0|1||||1|0|0||0
MonMisf_ctOccurMfDCCyl4_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.MonMisf_ctOccurMfDCCyl4_eep|0|0|Phys|-|1|1|0|Nvram|Nvram||MonMisf_ctOccurMfDCCyl4_eep||4||||||||0|1||||1|0|0||0
Oxy_sens_period_var_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.Oxy_sens_period_var_eep|0|0|Phys|-|1|0.01|0|Nvram|Nvram||Oxy_sens_period_var_eep||4||||||||0|1||||1|0|0||0
SenO2Ds_FcoPlausMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.SenO2Ds_FcoPlausMes_Obd6Mod_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||SenO2Ds_FcoPlausMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
SenO2Ds_FldPlausMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.SenO2Ds_FldPlausMes_Obd6Mod_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||SenO2Ds_FldPlausMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
SenO2Ds_SigGrdFacMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.SenO2Ds_SigGrdFacMes_Obd6Mod_eep|0|0|Phys|V/(s.g)|1|0.076293945|0|Nvram|Nvram||SenO2Ds_SigGrdFacMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
SenO2Ds_SigGrd_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.SenO2Ds_SigGrd_Obd6Mod_eep|0|0|Phys|-|1|0.1|0|Nvram|Nvram||SenO2Ds_SigGrd_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
SenO2Us_FcoPlausMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.SenO2Us_FcoPlausMes_Obd6Mod_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||SenO2Us_FcoPlausMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
SenO2Us_FldPlausMes_Obd6Mod_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.SenO2Us_FldPlausMes_Obd6Mod_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||SenO2Us_FldPlausMes_Obd6Mod_eep||4||||||||0|1||||1|0|0||0
Tension_sonde_am_max_cycle_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.Tension_sonde_am_max_cycle_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||Tension_sonde_am_max_cycle_eep||4||||||||0|1||||1|0|0||0
Tension_sonde_am_min_cycle_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.Tension_sonde_am_min_cycle_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||Tension_sonde_am_min_cycle_eep||4||||||||0|1||||1|0|0||0
Tension_sonde_av_max_cycle_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.Tension_sonde_av_max_cycle_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||Tension_sonde_av_max_cycle_eep||4||||||||0|1||||1|0|0||0
Tension_sonde_av_min_cycle_eep|uint16|NVMSRV|1|0|0|OBDSRV06_NvMRamBlockDataStruct.Tension_sonde_av_min_cycle_eep|0|0|Phys|V|1|0.004882813|0|Nvram|Nvram||Tension_sonde_av_min_cycle_eep||4||||||||0|1||||1|0|0||0
Srv_bAntiScanPostEqu|uint8|NVMSRV|1|0|0|POSTEQUSRV_BANTISCANNING_NvMRamBlockDataStruct.Srv_bAntiScanPostEqu|0|0|Phys|bool|2|1|0|Nvram|Nvram||Srv_bAntiScanPostEqu||4||||||||0|1||||1|0|0||0
PredEs_tiErrOkN2EgdChgDir_NV|uint16|NVMSRV|1|0|0|PREDES_NvMRamBlockDataStruct.PredEs_tiErrOkN2EgdChgDir_NV|0|0|Phys|s|1|0.0001|0|Nvram|Nvram||PredEs_tiErrOkN2EgdChgDir_NV||4||||||||0|1||||1|0|0||0
PredEs_tiErrOkN2EgdChgDir2_NV|uint16|NVMSRV|1|0|0|PREDES_NvMRamBlockDataStruct.PredEs_tiErrOkN2EgdChgDir2_NV|0|0|Phys|s|1|0.0001|0|Nvram|Nvram||PredEs_tiErrOkN2EgdChgDir2_NV||4||||||||0|1||||1|0|0||0
PredEs_ctOkOscN_NV|uint8|NVMSRV|1|0|0|PREDES_NvMRamBlockDataStruct.PredEs_ctOkOscN_NV|0|0|Phys|-|1|1|0|Nvram|Nvram||PredEs_ctOkOscN_NV||4||||||||0|1||||1|0|0||0
CoPt_tiEngStopMem_NV|uint32|NVMSRV|1|0|0|PROTMANCLU_NvMRamBlockDataStruct.CoPt_tiEngStopMem_NV|0|0|Phys|s|1|1|0|Nvram|Nvram||CoPt_tiEngStopMem_NV||4||||||||0|1||||1|0|0||0
CoPt_prm_tCluEstimMem_NV|uint16|NVMSRV|1|1|5|PROTMANCLU_NvMRamBlockDataStruct.CoPt_prm_tCluEstimMem_NV|0|0|Phys|K|1|0.0625|0|Nvram|Nvram||CoPt_prm_tCluEstimMem_NV||4||||||||0|1||||1|0|0||0
EcuSt_SrvPwrlSt|uint8|NVMSRV|1|0|0|ECUSTSRVPWRLST_NvMRamBlockDataStruct.EcuSt_SrvPwrlSt|0|0|Phys|bool|2|1|0|Nvram|Nvram||EcuSt_SrvPwrlSt||4||||||||0|1||||1|0|0||0
Ref_ident_etal|uint8|NVMSRV|1|1|12|REFIDETA_NvMRamBlockDataStruct.Ref_ident_etal|0|0|Déci|-|1|1|0|Nvram|Nvram||Ref_ident_etal||4||||||||0|1||||1|0|0||0
RND_u16SeedOldAlea|uint16|NVMSRV|1|0|0|RANDOM_NvMRamBlockDataStruct.RND_u16SeedOldAlea|0|0|Déci|-|1|1|0|Nvram|Nvram||RND_u16SeedOldAlea||4||||||||0|1||||1|0|0||0
RND_u16SeedTimer|uint16|NVMSRV|1|0|0|RANDOM_NvMRamBlockDataStruct.RND_u16SeedTimer|0|0|Déci|-|1|1|0|Nvram|Nvram||RND_u16SeedTimer||4||||||||0|1||||1|0|0||0
SftyMgt_prm_bDftHis|uint32|NVMSRV|1|1|4|SFTYMNGR_NvMRamBlockDataStruct.SftyMgt_prm_bDftHis|0|0|Phys|-|1|1|0|Nvram|Nvram||SftyMgt_prm_bDftHis||4||||||||0|1||||1|0|0||0
SftyMgt_prm_bFrfNew|uint16|NVMSRV|1|1|8|SFTYMNGR_NvMRamBlockDataStruct.SftyMgt_prm_bFrfNew|0|0|Phys|-|1|1|0|Nvram|Nvram||SftyMgt_prm_bFrfNew||4||||||||0|1||||1|0|0||0
SftyMgt_ctWrMem|uint16|NVMSRV|1|0|0|SFTYMNGR_NvMRamBlockDataStruct.SftyMgt_ctWrMem|0|0|Phys|-|1|1|0|Nvram|Nvram||SftyMgt_ctWrMem||4||||||||0|1||||1|0|0||0
SftyMgt_ctDftLaddNew|uint8|NVMSRV|1|0|0|SFTYMNGR_NvMRamBlockDataStruct.SftyMgt_ctDftLaddNew|0|0|Phys|-|1|1|0|Nvram|Nvram||SftyMgt_ctDftLaddNew||4||||||||0|1||||1|0|0||0
SpyEmSTT_prmHisDstWin1|uint32|NVMSRV|1|1|2|SPYEMSTT_NvMRamBlockDataStruct.SpyEmSTT_prmHisDstWin1|0|0|Phys|Km|1|1|0|Nvram|Nvram||SpyEmSTT_prmHisDstWin1||4||||||||0|1||||1|0|0||0
SpyEmSTT_prmHistNotStopCase1|uint8|NVMSRV|1|1|7|SPYEMSTT_NvMRamBlockDataStruct.SpyEmSTT_prmHistNotStopCase1|0|0|Phys|-|1|1|0|Nvram|Nvram||SpyEmSTT_prmHistNotStopCase1||4||||||||0|1||||1|0|0||0
SpyEmSTT_prmHistNotStopCase2|uint8|NVMSRV|1|1|7|SPYEMSTT_NvMRamBlockDataStruct.SpyEmSTT_prmHistNotStopCase2|0|0|Phys|-|1|1|0|Nvram|Nvram||SpyEmSTT_prmHistNotStopCase2||4||||||||0|1||||1|0|0||0
SpyEmSTT_prmHistNotStopCase3|uint8|NVMSRV|1|1|7|SPYEMSTT_NvMRamBlockDataStruct.SpyEmSTT_prmHistNotStopCase3|0|0|Phys|-|1|1|0|Nvram|Nvram||SpyEmSTT_prmHistNotStopCase3||4||||||||0|1||||1|0|0||0
SpySTT_prmHisDstWin1|uint32|NVMSRV|1|1|2|SPYSTT_NvMRamBlockDataStruct.SpySTT_prmHisDstWin1|0|0|Phys|Km|1|1|0|Nvram|Nvram||SpySTT_prmHisDstWin1||4||||||||0|1||||1|0|0||0
SpySTT_prmHisNotStopCase1|uint8|NVMSRV|1|1|11|SPYSTT_NvMRamBlockDataStruct.SpySTT_prmHisNotStopCase1|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_prmHisNotStopCase1||4||||||||0|1||||1|0|0||0
SpySTT_prmHisNotStopCase2|uint8|NVMSRV|1|1|11|SPYSTT_NvMRamBlockDataStruct.SpySTT_prmHisNotStopCase2|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_prmHisNotStopCase2||4||||||||0|1||||1|0|0||0
SpySTT_prmHisNotStopCase3|uint8|NVMSRV|1|1|11|SPYSTT_NvMRamBlockDataStruct.SpySTT_prmHisNotStopCase3|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_prmHisNotStopCase3||4||||||||0|1||||1|0|0||0
SpySTT_stRStrtFailRec1|uint8|NVMSRV|1|0|0|SPYSTT_NvMRamBlockDataStruct.SpySTT_stRStrtFailRec1|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_stRStrtFailRec1||4||||||||0|1||||1|0|0||0
SpySTT_stRStrtFailRec2|uint8|NVMSRV|1|0|0|SPYSTT_NvMRamBlockDataStruct.SpySTT_stRStrtFailRec2|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_stRStrtFailRec2||4||||||||0|1||||1|0|0||0
SpySTT_stRStrtFailRec3|uint8|NVMSRV|1|0|0|SPYSTT_NvMRamBlockDataStruct.SpySTT_stRStrtFailRec3|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_stRStrtFailRec3||4||||||||0|1||||1|0|0||0
SpySTT_stCutCaseRec|uint8|NVMSRV|1|0|0|SPYSTT_NvMRamBlockDataStruct.SpySTT_stCutCaseRec|0|0|Phys|-|1|1|0|Nvram|Nvram||SpySTT_stCutCaseRec||4||||||||0|1||||1|0|0||0
Sync_prm_bLrnCorAr|uint8|NVMSRV|1|1|20|SYNCENGCLC_NvMRamBlockDataStruct.Sync_prm_bLrnCorAr|0|0|Phys|bool|1|1|0|Nvram|Nvram||Sync_prm_bLrnCorAr||4||||||||0|1||||1|0|0||0
Sync_prm_nCornEngCyl1|sint8|NVMSRV|1|1|20|SYNCENGCLC_NvMRamBlockDataStruct.Sync_prm_nCornEngCyl1|0|0|Phys|Rpm|1|1|0|Nvram|Nvram||Sync_prm_nCornEngCyl1||4||||||||0|1||||1|0|0||0
Sync_prm_nCornEngCyl2|sint8|NVMSRV|1|1|20|SYNCENGCLC_NvMRamBlockDataStruct.Sync_prm_nCornEngCyl2|0|0|Phys|Rpm|1|1|0|Nvram|Nvram||Sync_prm_nCornEngCyl2||4||||||||0|1||||1|0|0||0
Sync_prm_nCornEngCyl3|sint8|NVMSRV|1|1|20|SYNCENGCLC_NvMRamBlockDataStruct.Sync_prm_nCornEngCyl3|0|0|Phys|Rpm|1|1|0|Nvram|Nvram||Sync_prm_nCornEngCyl3||4||||||||0|1||||1|0|0||0
Srv_bAntiScanning|uint8|NVMSRV|1|0|0|TELE_BANTISCANNING_NvMRamBlockDataStruct.Srv_bAntiScanning|0|0|Phys|bool|2|1|0|Nvram|Nvram||Srv_bAntiScanning||4||||||||0|1||||1|0|0||0
Tpac_1_open_throttle_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_1_open_throttle_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_1_open_throttle_pos||4||||||||0|1||||1|0|0||0
Tpac_2_open_throttle_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_2_open_throttle_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_2_open_throttle_pos||4||||||||0|1||||1|0|0||0
Tpac_1_limp_home_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_1_limp_home_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_1_limp_home_pos||4||||||||0|1||||1|0|0||0
Tpac_2_limp_home_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_2_limp_home_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_2_limp_home_pos||4||||||||0|1||||1|0|0||0
Tpac_1_clo_throttle_filt_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_1_clo_throttle_filt_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_1_clo_throttle_filt_pos||4||||||||0|1||||1|0|0||0
Tpac_2_clo_throttle_filt_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_2_clo_throttle_filt_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_2_clo_throttle_filt_pos||4||||||||0|1||||1|0|0||0
Tpac_1_closed_throttle_ref|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_1_closed_throttle_ref|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_1_closed_throttle_ref||4||||||||0|1||||1|0|0||0
Tpac_2_closed_throttle_ref|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_2_closed_throttle_ref|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_2_closed_throttle_ref||4||||||||0|1||||1|0|0||0
Tpac_1_closed_throttle_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_1_closed_throttle_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_1_closed_throttle_pos||4||||||||0|1||||1|0|0||0
Tpac_2_closed_throttle_pos|uint16|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_2_closed_throttle_pos|0|0|Phys|%|1|100/1024|0|Nvram|Nvram||Tpac_2_closed_throttle_pos||4||||||||0|1||||1|0|0||0
Tpac_thrusts_powerlatch_counter|uint8|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_thrusts_powerlatch_counter|0|0|Phys|-|1|1|0|Nvram|Nvram||Tpac_thrusts_powerlatch_counter||4||||||||0|1||||1|0|0||0
Tpac_thrusts_enable|uint8|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_thrusts_enable|0|0|Phys|bool|2|1|0|Nvram|Nvram||Tpac_thrusts_enable||4||||||||0|1||||1|0|0||0
Thr_bNewThrCpt|uint8|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Thr_bNewThrCpt|0|0|Phys|bool|2|1|0|Nvram|Nvram||Thr_bNewThrCpt||4||||||||0|1||||1|0|0||0
Thr_bRstStopsLrnReq|uint8|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Thr_bRstStopsLrnReq|0|0|Phys|bool|2|1|0|Nvram|Nvram||Thr_bRstStopsLrnReq||4||||||||0|1||||1|0|0||0
Tpac_FCln_powerlatch_counter|uint8|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_FCln_powerlatch_counter|0|0|Phys|-|1|1|0|Nvram|Nvram||Tpac_FCln_powerlatch_counter||4||||||||0|1||||1|0|0||0
Tpac_FCln_enable|uint8|NVMSRV|1|0|0|PAP_MOT_NvMRamBlockDataStruct.Tpac_FCln_enable|0|0|Phys|bool|1|1|0|Nvram|Nvram||Tpac_FCln_enable||4||||||||0|1||||1|0|0||0
Date_emf_dernier_arret_s|uint32|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_dernier_arret_s|0|0|Phys|s|1|1|0|Nvram|Nvram||Date_emf_dernier_arret_s||4||||||||0|1||||1|0|0||0
Date_emf_dernier_reveil_s|uint32|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_dernier_reveil_s|0|0|Phys|s|1|1|0|Nvram|Nvram||Date_emf_dernier_reveil_s||4||||||||0|1||||1|0|0||0
Date_emf_demarrage_s|uint32|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_demarrage_s|0|0|Phys|s|1|1|0|Nvram|Nvram||Date_emf_demarrage_s||4||||||||0|1||||1|0|0||0
Date_emf_dernier_arret_j|uint16|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_dernier_arret_j|0|0|Phys|jour|1|1|0|Nvram|Nvram||Date_emf_dernier_arret_j||4||||||||0|1||||1|0|0||0
Date_emf_dernier_reveil_j|uint16|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_dernier_reveil_j|0|0|Phys|jour|1|1|0|Nvram|Nvram||Date_emf_dernier_reveil_j||4||||||||0|1||||1|0|0||0
Date_emf_demarrage_j|uint16|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_demarrage_j|0|0|Phys|jour|1|1|0|Nvram|Nvram||Date_emf_demarrage_j||4||||||||0|1||||1|0|0||0
Date_emf_dernier_arret_a|uint8|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_dernier_arret_a|0|0|Phys|an|1|1|0|Nvram|Nvram||Date_emf_dernier_arret_a||4||||||||0|1||||1|0|0||0
Date_emf_dernier_reveil_a|uint8|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_dernier_reveil_a|0|0|Phys|an|1|1|0|Nvram|Nvram||Date_emf_dernier_reveil_a||4||||||||0|1||||1|0|0||0
Date_emf_demarrage_a|uint8|NVMSRV|1|0|0|TIENGSTOP_NvMRamBlockDataStruct.Date_emf_demarrage_a|0|0|Phys|an|1|1|0|Nvram|Nvram||Date_emf_demarrage_a||4||||||||0|1||||1|0|0||0
Eng_tOilEstim_NV|sint16|NVMSRV|1|0|0|TOILEST_NvMRamBlockDataStruct.Eng_tOilEstim_NV|0|0|Phys|°C|1|1|0|Nvram|Nvram||Eng_tOilEstim_NV||4||||||||0|1||||1|0|0||0
Ext_tCoMes_NV|sint16|NVMSRV|1|0|0|TOILEST_NvMRamBlockDataStruct.Ext_tCoMes_NV|0|0|Phys|°C|1|1|0|Nvram|Nvram||Ext_tCoMes_NV||4||||||||0|1||||1|0|0||0
Ext_tAir_NV|sint8|NVMSRV|1|0|0|TOILEST_NvMRamBlockDataStruct.Ext_tAir_NV|0|0|Phys|°C|1|1|0|Nvram|Nvram||Ext_tAir_NV||4||||||||0|1||||1|0|0||0
TWCMgt_tiPha1_NV|uint16|NVMSRV|1|0|0|TWCMGT_NvMRamBlockDataStruct.TWCMgt_tiPha1_NV|0|0|Phys|s|1|1/100|0|Nvram|Nvram||TWCMgt_tiPha1_NV||4||||||||0|1||||1|0|0||0
Tension_sonde_am_max_cycle|uint16|NVMSRV|1|0|0|UPLSACQ_NvMRamBlockDataStruct.Tension_sonde_am_max_cycle|0|0|Phys|V|1|5/1024|0|Nvram|Nvram||Tension_sonde_am_max_cycle||4||||||||0|1||||1|0|0||0
Tension_sonde_am_min_cycle|uint16|NVMSRV|1|0|0|UPLSACQ_NvMRamBlockDataStruct.Tension_sonde_am_min_cycle|0|0|Phys|V|1|5/1024|0|Nvram|Nvram||Tension_sonde_am_min_cycle||4||||||||0|1||||1|0|0||0
Vcpe_cam_offsets_eep|uint16|NVMSRV|1|1|4|VLVACTEXENDSTOP_NvMRamBlockDataStruct.Vcpe_cam_offsets_eep|0|0|Phys|°Vil|1|Jun-64|0|Nvram|Nvram||Vcpe_cam_offsets_eep||4||||||||0|1||||1|0|0||0
VlvAct_bExOfsFrstLrn_eep|uint8|NVMSRV|1|0|0|VLVACTEXENDSTOP_NvMRamBlockDataStruct.VlvAct_bExOfsFrstLrn_eep|0|0|Phys|bool|1|Jan-00|0|Nvram|Nvram||VlvAct_bExOfsFrstLrn_eep||4||||||||0|1||||1|0|0||0
Ext_stAgCmExFrstAdapt_eep|uint8|NVMSRV|1|0|0|VLVACTEXENDSTOP_NvMRamBlockDataStruct.Ext_stAgCmExFrstAdapt_eep|0|0|Phys|etat|1|1|0|Nvram|Nvram||Ext_stAgCmExFrstAdapt_eep||4||||||||0|1||||1|0|0||0
VlvAct_bExOfsFrstLrnWouDft_eep|uint8|NVMSRV|1|0|0|VLVACTEXENDSTOP_NvMRamBlockDataStruct.VlvAct_bExOfsFrstLrnWouDft_eep|0|0|Phys|bool|1|1|0|Nvram|Nvram||VlvAct_bExOfsFrstLrnWouDft_eep||4||||||||0|1||||1|0|0||0
Vcpi_cam_offsets_eep|uint16|NVMSRV|1|1|4|VLVACTINENDSTOP_NvMRamBlockDataStruct.Vcpi_cam_offsets_eep|0|0|Phys|°Vil|1|Jun-64|0|Nvram|Nvram||Vcpi_cam_offsets_eep||4||||||||0|1||||1|0|0||0
VlvAct_bInOfsFrstLrn_eep|uint8|NVMSRV|1|0|0|VLVACTINENDSTOP_NvMRamBlockDataStruct.VlvAct_bInOfsFrstLrn_eep|0|0|Phys|bool|1|1|0|Nvram|Nvram||VlvAct_bInOfsFrstLrn_eep||4||||||||0|1||||1|0|0||0
Ext_stAgCmInFrstAdapt_eep|uint8|NVMSRV|1|0|0|VLVACTINENDSTOP_NvMRamBlockDataStruct.Ext_stAgCmInFrstAdapt_eep|0|0|Phys|etat|1|1|0|Nvram|Nvram||Ext_stAgCmInFrstAdapt_eep||4||||||||0|1||||1|0|0||0
VlvAct_bInOfsFrstLrnWouDft_eep|uint8|NVMSRV|1|0|0|VLVACTINENDSTOP_NvMRamBlockDataStruct.VlvAct_bInOfsFrstLrnWouDft_eep|0|0|Phys|bool|1|1|0|Nvram|Nvram||VlvAct_bInOfsFrstLrnWouDft_eep||4||||||||0|1||||1|0|0||0
VSCtl_prmLstCrsCtlDeacCaus1|uint8|NVMSRV|1|1|11|VSC_NvMRamBlockDataStruct.VSCtl_prmLstCrsCtlDeacCaus1|0|0|Phys|-|1|1|0|Nvram|Nvram||VSCtl_prmLstCrsCtlDeacCaus1||4||||||||0|1||||1|0|0||0
VSCtl_prmLstCrsCtlDeacCaus2|uint8|NVMSRV|1|1|11|VSC_NvMRamBlockDataStruct.VSCtl_prmLstCrsCtlDeacCaus2|0|0|Phys|-|1|1|0|Nvram|Nvram||VSCtl_prmLstCrsCtlDeacCaus2||4||||||||0|1||||1|0|0||0
VSCtl_prmLstCrsCtlDeacCaus3|uint8|NVMSRV|1|1|11|VSC_NvMRamBlockDataStruct.VSCtl_prmLstCrsCtlDeacCaus3|0|0|Phys|-|1|1|0|Nvram|Nvram||VSCtl_prmLstCrsCtlDeacCaus3||4||||||||0|1||||1|0|0||0
VSCtl_prmLstCrsCtlDeacCaus4|uint8|NVMSRV|1|1|11|VSC_NvMRamBlockDataStruct.VSCtl_prmLstCrsCtlDeacCaus4|0|0|Phys|-|1|1|0|Nvram|Nvram||VSCtl_prmLstCrsCtlDeacCaus4||4||||||||0|1||||1|0|0||0
VSCtl_prmLstCrsCtlDeacCaus5|uint8|NVMSRV|1|1|11|VSC_NvMRamBlockDataStruct.VSCtl_prmLstCrsCtlDeacCaus5|0|0|Phys|-|1|1|0|Nvram|Nvram||VSCtl_prmLstCrsCtlDeacCaus5||4||||||||0|1||||1|0|0||0
