Implement|ArgumentOrder|ItemType|Star|MasterType|ItemName|DimX|DimY|typedef_a_supprimer|Validation|Module|Public|Kind_of_export
argret|1|boolean|0|func_FRM_bGetFRM||0|0|0|0|TYPEDEF|1|None
argin|1|boolean|0|func_FRM_bGetFRM|bIndexFRM|0|0|0|0|TYPEDEF|1|None
struct|0|uint8|0|Std_ReturnType||0|0|0|0|HEADER|1|None
struct|0|uint8|0|WdgM_LocalStatusType||0|0|0|0|HEADER|1|Module Header
struct|0|uint16|0|WdgM_CheckpointIdType||0|0|0|0|TYPEDEF|1|Module Header
struct|0|uint8|0|WdgM_SupervisedEntityIdType||0|0|0|0|TYPEDEF|1|Module Header
struct|0|WdgM_SupervisedEntityIdType|0|WdgM_ConfigType|udtNumberOfSE|0|0|0|0|HEADER|1|Module Header
struct|0|WdgM_CheckpointIdType|1|WdgM_ConfigType|audtNumberOfCheckpoints|0|0|0|0|HEADER|1|Module Header
struct|0|uint16|1|WdgM_ConfigType|au16Timeout|0|0|0|0|HEADER|1|Module Header
